giornata,team,opponent,side,score_for,score_against,result,totale,module,modificatore_difesa,fattore_campo
6,NO ONE,ROMOLO&ROMINA,home,1,0,W,67.0,442,,2.0
6,ROMOLO&ROMINA,NO ONE,away,0,1,L,52.5,433,,
6,NI99ER NO.1,ROMAZDA,home,1,2,L,70.5,433,1.0,2.0
6,ROMAZDA,NI99ER NO.1,away,2,1,W,74.0,343,,
6,ROMABOY,OLD LIN,home,1,0,W,69.5,442,0.5,2.0
6,OLD LIN,ROMABOY,away,0,1,L,64.5,343,,
6,F-22,GIALLOROSSI,home,1,2,L,70.0,433,0.5,2.0
6,GIALLOROSSI,F-22,away,2,1,W,72.0,343,,
6,LUCKY LUKE,NEVER IWOMAN,home,0,2,L,65.5,343,,2.0
6,NEVER IWOMAN,LUCKY LUKE,away,2,0,W,74.5,343,,
7,NEVER IWOMAN,OLD LIN,home,1,2,L,66.5,343,,2.0
7,OLD LIN,NEVER IWOMAN,away,2,1,W,72.0,433,3.0,
7,GIALLOROSSI,NI99ER NO.1,home,2,2,D,77.5,433,1.0,2.0
7,NI99ER NO.1,GIALLOROSSI,away,2,2,D,77.0,433,2.0,
7,ROMOLO&ROMINA,LUCKY LUKE,home,2,3,L,74.5,442,1.0,2.0
7,LUCKY LUKE,ROMOLO&ROMINA,away,3,2,W,80.5,343,,
7,ROMAZDA,NO ONE,home,2,2,D,74.5,343,,2.0
7,NO ONE,ROMAZDA,away,2,2,D,75.5,343,,
7,F-22,ROMABOY,home,1,2,L,70.5,433,0.5,2.0
7,ROMABOY,F-22,away,2,1,W,73.5,442,3.0,
8,NEVER IWOMAN,ROMABOY,home,3,1,W,81.0,343,,2.0
8,ROMABOY,NEVER IWOMAN,away,1,3,L,71.0,442,1.0,
8,OLD LIN,ROMOLO&ROMINA,home,1,1,D,69.0,433,,2.0
8,ROMOLO&ROMINA,OLD LIN,away,1,1,D,67.0,352,,
8,NO ONE,GIALLOROSSI,home,0,2,L,64.5,343,,2.0
8,GIALLOROSSI,NO ONE,away,2,0,W,74.5,343,,
8,NI99ER NO.1,F-22,home,2,1,W,74.0,433,2.0,2.0
8,F-22,NI99ER NO.1,away,1,2,L,66.0,433,2.0,
8,LUCKY LUKE,ROMAZDA,home,0,2,L,64.5,343,,2.0
8,ROMAZDA,LUCKY LUKE,away,2,0,W,74.0,442,1.0,
9,GIALLOROSSI,LUCKY LUKE,home,0,1,L,65.0,343,,2.0
9,LUCKY LUKE,GIALLOROSSI,away,1,0,W,66.0,343,,
9,ROMOLO&ROMINA,NEVER IWOMAN,home,2,2,D,72.0,442,0.5,2.0
9,NEVER IWOMAN,ROMOLO&ROMINA,away,2,2,D,75.5,433,1.0,
9,ROMABOY,NI99ER NO.1,home,1,0,W,71.0,442,0.5,2.0
9,NI99ER NO.1,ROMABOY,away,0,1,L,57.5,433,,
9,ROMAZDA,OLD LIN,home,2,3,L,72.5,433,0.5,2.0
9,OLD LIN,ROMAZDA,away,3,2,W,79.5,433,0.5,
9,F-22,NO ONE,home,0,1,L,64.0,343,,2.0
9,NO ONE,F-22,away,1,0,W,67.0,442,0.5,
10,ROMAZDA,NEVER IWOMAN,home,1,3,L,69.0,343,,2.0
10,NEVER IWOMAN,ROMAZDA,away,3,1,W,79.0,433,3.0,
10,GIALLOROSSI,OLD LIN,home,2,0,W,72.0,343,,2.0
10,OLD LIN,GIALLOROSSI,away,0,2,L,64.5,433,0.5,
10,ROMABOY,ROMOLO&ROMINA,home,1,2,L,67.0,442,0.5,2.0
10,ROMOLO&ROMINA,ROMABOY,away,2,1,W,72.5,442,,
10,NI99ER NO.1,NO ONE,home,1,1,D,70.0,343,,2.0
10,NO ONE,NI99ER NO.1,away,1,1,D,68.5,343,,
10,F-22,LUCKY LUKE,home,3,1,W,83.5,343,,2.0
10,LUCKY LUKE,F-22,away,1,3,L,66.5,343,,
11,NEVER IWOMAN,GIALLOROSSI,home,3,3,D,81.0,433,1.0,2.0
11,GIALLOROSSI,NEVER IWOMAN,away,3,3,D,79.0,343,,
11,LUCKY LUKE,NI99ER NO.1,home,1,1,D,67.0,343,,2.0
11,NI99ER NO.1,LUCKY LUKE,away,1,1,D,71.5,343,,
11,NO ONE,ROMABOY,home,2,1,W,75.0,433,2.0,2.0
11,ROMABOY,NO ONE,away,1,2,L,69.0,442,1.0,
11,ROMOLO&ROMINA,ROMAZDA,home,2,3,L,77.5,451,2.0,2.0
11,ROMAZDA,ROMOLO&ROMINA,away,3,2,W,78.5,343,,
11,OLD LIN,F-22,home,3,0,W,81.5,433,2.0,2.0
11,F-22,OLD LIN,away,0,3,L,65.0,343,,
12,F-22,NEVER IWOMAN,home,4,1,W,84.5,343,,2.0
12,NEVER IWOMAN,F-22,away,1,4,L,68.5,433,0.5,
12,NI99ER NO.1,OLD LIN,home,0,1,L,65.0,433,,2.0
12,OLD LIN,NI99ER NO.1,away,1,0,W,66.0,442,0.5,
12,GIALLOROSSI,ROMOLO&ROMINA,home,2,2,D,75.5,343,,2.0
12,ROMOLO&ROMINA,GIALLOROSSI,away,2,2,D,75.0,352,,
12,ROMABOY,ROMAZDA,home,1,1,D,70.0,442,0.5,2.0
12,ROMAZDA,ROMABOY,away,1,1,D,66.0,343,,
12,NO ONE,LUCKY LUKE,home,1,0,W,70.5,433,,2.0
12,LUCKY LUKE,NO ONE,away,0,1,L,64.5,343,,
13,ROMAZDA,GIALLOROSSI,home,2,2,D,74.5,433,2.0,2.0
13,GIALLOROSSI,ROMAZDA,away,2,2,D,74.5,433,0.5,
13,OLD LIN,NO ONE,home,1,2,L,69.0,442,,2.0
13,NO ONE,OLD LIN,away,2,1,W,72.5,433,0.5,
13,NEVER IWOMAN,NI99ER NO.1,home,1,0,W,69.5,442,2.0,2.0
13,NI99ER NO.1,NEVER IWOMAN,away,0,1,L,63.5,433,0.5,
13,LUCKY LUKE,ROMABOY,home,1,1,D,70.5,343,,2.0
13,ROMABOY,LUCKY LUKE,away,1,1,D,68.5,442,1.0,
13,ROMOLO&ROMINA,F-22,home,0,2,L,62.0,433,0.5,2.0
13,F-22,ROMOLO&ROMINA,away,2,0,W,73.0,343,,
14,NO ONE,NEVER IWOMAN,home,1,2,L,71.0,433,,2.0
14,NEVER IWOMAN,NO ONE,away,2,1,W,74.0,433,2.0,
14,LUCKY LUKE,OLD LIN,home,0,0,D,65.0,343,,2.0
14,OLD LIN,LUCKY LUKE,away,0,0,D,64.5,433,1.0,
14,ROMABOY,GIALLOROSSI,home,2,2,D,72.5,442,1.0,2.0
14,GIALLOROSSI,ROMABOY,away,2,2,D,77.5,343,,
14,NI99ER NO.1,ROMOLO&ROMINA,home,3,2,W,82.0,433,,2.0
14,ROMOLO&ROMINA,NI99ER NO.1,away,2,3,L,73.5,433,2.0,
14,F-22,ROMAZDA,home,0,2,L,60.5,343,,2.0
14,ROMAZDA,F-22,away,2,0,W,75.0,433,0.5,
15,ROMOLO&ROMINA,NO ONE,home,6,0,W,97.0,433,1.0,2.0
15,NO ONE,ROMOLO&ROMINA,away,0,6,L,63.5,442,1.0,
15,ROMAZDA,NI99ER NO.1,home,1,2,L,71.5,433,0.5,2.0
15,NI99ER NO.1,ROMAZDA,away,2,1,W,72.0,343,,
15,OLD LIN,ROMABOY,home,1,2,L,67.5,433,,2.0
15,ROMABOY,OLD LIN,away,2,1,W,77.0,442,2.0,
15,GIALLOROSSI,F-22,home,3,3,D,79.0,343,,2.0
15,F-22,GIALLOROSSI,away,3,3,D,79.5,343,,
15,NEVER IWOMAN,LUCKY LUKE,home,1,1,D,67.5,433,0.5,2.0
15,LUCKY LUKE,NEVER IWOMAN,away,1,1,D,66.0,343,,
16,OLD LIN,NEVER IWOMAN,home,3,3,D,78.5,433,2.0,2.0
16,NEVER IWOMAN,OLD LIN,away,3,3,D,78.5,433,0.5,
16,NI99ER NO.1,GIALLOROSSI,home,2,1,W,74.5,433,0.5,2.0
16,GIALLOROSSI,NI99ER NO.1,away,1,2,L,70.5,343,,
16,LUCKY LUKE,ROMOLO&ROMINA,home,1,1,D,69.0,343,,2.0
16,ROMOLO&ROMINA,LUCKY LUKE,away,1,1,D,70.5,343,,
16,NO ONE,ROMAZDA,home,1,0,W,69.5,442,2.0,2.0
16,ROMAZDA,NO ONE,away,0,1,L,56.5,433,0.5,
16,ROMABOY,F-22,home,3,0,W,78.5,442,1.0,2.0
16,F-22,ROMABOY,away,0,3,L,62.5,343,,
17,ROMABOY,NEVER IWOMAN,home,3,1,W,81.5,442,2.0,2.0
17,NEVER IWOMAN,ROMABOY,away,1,3,L,70.0,433,0.5,
17,ROMOLO&ROMINA,OLD LIN,home,0,0,D,64.5,442,0.5,2.0
17,OLD LIN,ROMOLO&ROMINA,away,0,0,D,58.0,433,,
17,GIALLOROSSI,NO ONE,home,1,0,W,71.0,433,1.0,2.0
17,NO ONE,GIALLOROSSI,away,0,1,L,65.5,442,0.5,
17,F-22,NI99ER NO.1,home,3,3,D,82.0,343,,2.0
17,NI99ER NO.1,F-22,away,3,3,D,79.5,433,2.0,
17,ROMAZDA,LUCKY LUKE,home,3,0,W,80.5,433,2.0,2.0
17,LUCKY LUKE,ROMAZDA,away,0,3,L,58.5,343,,
18,LUCKY LUKE,GIALLOROSSI,home,1,2,L,68.0,343,,2.0
18,GIALLOROSSI,LUCKY LUKE,away,2,1,W,72.5,433,0.5,
18,NEVER IWOMAN,ROMOLO&ROMINA,home,2,3,L,74.0,433,2.0,2.0
18,ROMOLO&ROMINA,NEVER IWOMAN,away,3,2,W,80.5,433,1.0,
18,NI99ER NO.1,ROMABOY,home,3,4,L,80.5,433,3.0,2.0
18,ROMABOY,NI99ER NO.1,away,4,3,W,88.0,442,1.0,
18,OLD LIN,ROMAZDA,home,0,2,L,63.5,433,0.5,2.0
18,ROMAZDA,OLD LIN,away,2,0,W,74.5,433,1.0,
18,NO ONE,F-22,home,1,1,D,70.0,442,1.0,2.0
18,F-22,NO ONE,away,1,1,D,69.5,343,,
19,NEVER IWOMAN,ROMAZDA,home,1,1,D,70.5,433,1.0,2.0
19,ROMAZDA,NEVER IWOMAN,away,1,1,D,69.5,433,0.5,
19,OLD LIN,GIALLOROSSI,home,1,0,W,69.0,433,1.0,2.0
19,GIALLOROSSI,OLD LIN,away,0,1,L,65.5,433,1.0,
19,ROMOLO&ROMINA,ROMABOY,home,2,0,W,73.0,442,0.5,2.0
19,ROMABOY,ROMOLO&ROMINA,away,0,2,L,60.5,442,1.0,
19,NO ONE,NI99ER NO.1,home,4,1,W,87.5,442,3.0,2.0
19,NI99ER NO.1,NO ONE,away,1,4,L,66.0,433,2.0,
19,LUCKY LUKE,F-22,home,1,0,W,67.0,442,1.0,2.0
19,F-22,LUCKY LUKE,away,0,1,L,61.0,343,,
20,GIALLOROSSI,NEVER IWOMAN,home,3,0,W,81.5,433,2.0,2.0
20,NEVER IWOMAN,GIALLOROSSI,away,0,3,L,65.0,433,1.0,
20,NI99ER NO.1,LUCKY LUKE,home,2,1,W,74.5,433,,2.0
20,LUCKY LUKE,NI99ER NO.1,away,1,2,L,70.0,343,,
20,ROMABOY,NO ONE,home,3,3,D,82.5,442,3.0,2.0
20,NO ONE,ROMABOY,away,3,3,D,82.0,442,2.0,
20,ROMAZDA,ROMOLO&ROMINA,home,4,0,W,87.5,343,,2.0
20,ROMOLO&ROMINA,ROMAZDA,away,0,4,L,63.0,442,0.5,
20,F-22,OLD LIN,home,2,1,W,76.5,343,,2.0
20,OLD LIN,F-22,away,1,2,L,66.0,433,,
21,NEVER IWOMAN,F-22,home,1,1,D,69.0,433,2.0,2.0
21,F-22,NEVER IWOMAN,away,1,1,D,68.0,343,,
21,OLD LIN,NI99ER NO.1,home,2,2,D,73.5,433,0.5,2.0
21,NI99ER NO.1,OLD LIN,away,2,2,D,72.5,433,1.0,
21,ROMOLO&ROMINA,GIALLOROSSI,home,1,2,L,71.5,433,1.0,2.0
21,GIALLOROSSI,ROMOLO&ROMINA,away,2,1,W,75.0,433,2.0,
21,ROMAZDA,ROMABOY,home,0,3,L,64.0,343,,2.0
21,ROMABOY,ROMAZDA,away,3,0,W,78.5,442,2.0,
21,LUCKY LUKE,NO ONE,home,0,2,L,65.0,343,,2.0
21,NO ONE,LUCKY LUKE,away,2,0,W,74.0,442,3.0,
22,GIALLOROSSI,ROMAZDA,home,0,2,L,65.5,433,,2.0
22,ROMAZDA,GIALLOROSSI,away,2,0,W,75.5,343,,
22,NO ONE,OLD LIN,home,2,3,L,73.0,442,1.0,2.0
22,OLD LIN,NO ONE,away,3,2,W,79.0,433,2.0,
22,NI99ER NO.1,NEVER IWOMAN,home,1,1,D,68.0,433,,2.0
22,NEVER IWOMAN,NI99ER NO.1,away,1,1,D,69.0,433,0.5,
22,ROMABOY,LUCKY LUKE,home,5,1,W,91.5,442,4.0,2.0
22,LUCKY LUKE,ROMABOY,away,1,5,L,70.0,343,,
22,F-22,ROMOLO&ROMINA,home,1,4,L,69.0,343,,2.0
22,ROMOLO&ROMINA,F-22,away,4,1,W,85.0,433,1.0,
23,NEVER IWOMAN,NO ONE,home,1,0,W,67.5,433,1.0,2.0
23,NO ONE,NEVER IWOMAN,away,0,1,L,61.5,433,0.5,
23,OLD LIN,LUCKY LUKE,home,1,2,L,68.0,433,1.0,2.0
23,LUCKY LUKE,OLD LIN,away,2,1,W,74.5,343,,
23,GIALLOROSSI,ROMABOY,home,3,1,W,80.0,343,,2.0
23,ROMABOY,GIALLOROSSI,away,1,3,L,71.0,442,1.0,
23,ROMOLO&ROMINA,NI99ER NO.1,home,0,2,L,62.0,433,,2.0
23,NI99ER NO.1,ROMOLO&ROMINA,away,2,0,W,77.0,433,2.0,
23,ROMAZDA,F-22,home,1,3,L,70.5,343,,2.0
23,F-22,ROMAZDA,away,3,1,W,83.0,442,0.5,
24,NO ONE,ROMOLO&ROMINA,home,2,0,W,72.5,532,2.0,2.0
24,ROMOLO&ROMINA,NO ONE,away,0,2,L,62.0,343,,
24,NI99ER NO.1,ROMAZDA,home,3,1,W,79.5,433,1.0,2.0
24,ROMAZDA,NI99ER NO.1,away,1,3,L,66.5,343,,
24,ROMABOY,OLD LIN,home,2,1,W,75.0,442,3.0,2.0
24,OLD LIN,ROMABOY,away,1,2,L,71.0,442,0.5,
24,F-22,GIALLOROSSI,home,4,1,W,86.5,343,,2.0
24,GIALLOROSSI,F-22,away,1,4,L,70.5,343,,
24,LUCKY LUKE,NEVER IWOMAN,home,3,0,W,81.5,352,,2.0
24,NEVER IWOMAN,LUCKY LUKE,away,0,3,L,64.5,433,0.5,
25,NEVER IWOMAN,OLD LIN,home,3,1,W,82.5,433,1.0,2.0
25,OLD LIN,NEVER IWOMAN,away,1,3,L,66.0,442,1.0,
25,GIALLOROSSI,NI99ER NO.1,home,3,1,W,82.5,343,,2.0
25,NI99ER NO.1,GIALLOROSSI,away,1,3,L,67.5,433,0.5,
25,ROMOLO&ROMINA,LUCKY LUKE,home,2,2,D,74.0,442,0.5,2.0
25,LUCKY LUKE,ROMOLO&ROMINA,away,2,2,D,72.5,352,,
25,ROMAZDA,NO ONE,home,1,2,L,67.5,343,,2.0
25,NO ONE,ROMAZDA,away,2,1,W,77.0,532,1.0,
25,F-22,ROMABOY,home,1,3,L,67.5,352,,2.0
25,ROMABOY,F-22,away,3,1,W,79.5,442,2.0,
26,NEVER IWOMAN,ROMABOY,home,1,2,L,67.5,433,1.0,2.0
26,ROMABOY,NEVER IWOMAN,away,2,1,W,73.5,442,1.0,
26,OLD LIN,ROMOLO&ROMINA,home,2,0,W,72.5,442,0.5,2.0
26,ROMOLO&ROMINA,OLD LIN,away,0,2,L,65.5,442,0.5,
26,NO ONE,GIALLOROSSI,home,2,3,L,76.5,442,0.5,2.0
26,GIALLOROSSI,NO ONE,away,3,2,W,80.0,343,,
26,NI99ER NO.1,F-22,home,1,3,L,68.0,343,,2.0
26,F-22,NI99ER NO.1,away,3,1,W,79.0,352,,
26,LUCKY LUKE,ROMAZDA,home,1,3,L,70.0,352,,2.0
26,ROMAZDA,LUCKY LUKE,away,3,1,W,78.0,343,,
27,GIALLOROSSI,LUCKY LUKE,home,1,2,L,71.0,433,,2.0
27,LUCKY LUKE,GIALLOROSSI,away,2,1,W,72.0,352,,
27,ROMOLO&ROMINA,NEVER IWOMAN,home,1,2,L,70.5,442,1.0,2.0
27,NEVER IWOMAN,ROMOLO&ROMINA,away,2,1,W,73.5,433,1.0,
27,ROMABOY,NI99ER NO.1,home,1,3,L,67.0,442,0.5,2.0
27,NI99ER NO.1,ROMABOY,away,3,1,W,78.0,433,1.0,
27,ROMAZDA,OLD LIN,home,3,0,W,82.5,343,,2.0
27,OLD LIN,ROMAZDA,away,0,3,L,65.5,442,1.0,
27,F-22,NO ONE,home,2,2,D,73.5,352,,2.0
27,NO ONE,F-22,away,2,2,D,75.0,433,2.0,
28,ROMAZDA,NEVER IWOMAN,home,3,0,W,80.5,343,,2.0
28,NEVER IWOMAN,ROMAZDA,away,0,3,L,65.0,352,,
28,GIALLOROSSI,OLD LIN,home,2,1,W,76.0,343,,2.0
28,OLD LIN,GIALLOROSSI,away,1,2,L,69.0,433,1.0,
28,ROMABOY,ROMOLO&ROMINA,home,2,1,W,76.0,442,1.0,2.0
28,ROMOLO&ROMINA,ROMABOY,away,1,2,L,70.0,433,1.0,
28,NI99ER NO.1,NO ONE,home,1,3,L,71.5,433,0.5,2.0
28,NO ONE,NI99ER NO.1,away,3,1,W,81.0,442,1.0,
28,F-22,LUCKY LUKE,home,2,0,W,77.0,352,,2.0
28,LUCKY LUKE,F-22,away,0,2,L,62.5,352,,
29,NEVER IWOMAN,GIALLOROSSI,home,1,3,L,68.0,442,1.0,2.0
29,GIALLOROSSI,NEVER IWOMAN,away,3,1,W,80.5,343,,
29,LUCKY LUKE,NI99ER NO.1,home,1,0,W,68.0,352,,2.0
29,NI99ER NO.1,LUCKY LUKE,away,0,1,L,65.5,433,0.5,
29,NO ONE,ROMABOY,home,2,5,L,72.5,433,1.0,2.0
29,ROMABOY,NO ONE,away,5,2,W,93.0,442,2.0,
29,ROMOLO&ROMINA,ROMAZDA,home,2,1,W,73.0,433,1.0,2.0
29,ROMAZDA,ROMOLO&ROMINA,away,1,2,L,68.5,343,,
29,OLD LIN,F-22,home,4,1,W,84.0,433,2.0,2.0
29,F-22,OLD LIN,away,1,4,L,70.0,451,0.5,
30,F-22,NEVER IWOMAN,home,3,2,W,78.0,352,,2.0
30,NEVER IWOMAN,F-22,away,2,3,L,72.0,442,1.0,
30,NI99ER NO.1,OLD LIN,home,1,2,L,66.5,433,0.5,2.0
30,OLD LIN,NI99ER NO.1,away,2,1,W,73.0,433,0.5,
30,GIALLOROSSI,ROMOLO&ROMINA,home,3,2,W,79.5,343,,2.0
30,ROMOLO&ROMINA,GIALLOROSSI,away,2,3,L,73.5,433,1.0,
30,ROMABOY,ROMAZDA,home,3,2,W,83.0,442,,2.0
30,ROMAZDA,ROMABOY,away,2,3,L,76.5,343,,
30,NO ONE,LUCKY LUKE,home,0,1,L,65.0,442,,2.0
30,LUCKY LUKE,NO ONE,away,1,0,W,67.5,352,,
31,ROMAZDA,GIALLOROSSI,home,1,1,D,67.5,343,,2.0
31,GIALLOROSSI,ROMAZDA,away,1,1,D,67.0,343,,
31,OLD LIN,NO ONE,home,1,1,D,71.5,442,2.0,2.0
31,NO ONE,OLD LIN,away,1,1,D,69.0,442,,
31,NEVER IWOMAN,NI99ER NO.1,home,1,2,L,68.5,442,1.0,2.0
31,NI99ER NO.1,NEVER IWOMAN,away,2,1,W,76.0,433,2.0,
31,LUCKY LUKE,ROMABOY,home,1,2,L,69.5,352,,2.0
31,ROMABOY,LUCKY LUKE,away,2,1,W,77.0,442,2.0,
31,ROMOLO&ROMINA,F-22,home,3,0,W,78.5,433,1.0,2.0
31,F-22,ROMOLO&ROMINA,away,0,3,L,61.0,352,,
32,NO ONE,NEVER IWOMAN,home,2,2,D,73.0,442,1.0,2.0
32,NEVER IWOMAN,NO ONE,away,2,2,D,74.5,433,2.0,
32,LUCKY LUKE,OLD LIN,home,1,1,D,66.5,352,,2.0
32,OLD LIN,LUCKY LUKE,away,1,1,D,68.5,442,,
32,ROMABOY,GIALLOROSSI,home,4,2,W,84.0,442,2.0,2.0
32,GIALLOROSSI,ROMABOY,away,2,4,L,76.0,343,,
32,NI99ER NO.1,ROMOLO&ROMINA,home,1,1,D,71.0,433,0.5,2.0
32,ROMOLO&ROMINA,NI99ER NO.1,away,1,1,D,67.5,433,1.0,
32,F-22,ROMAZDA,home,3,2,W,80.5,352,,2.0
32,ROMAZDA,F-22,away,2,3,L,75.0,343,,
33,ROMOLO&ROMINA,NO ONE,home,1,1,D,71.5,433,1.0,2.0
33,NO ONE,ROMOLO&ROMINA,away,1,1,D,68.0,442,0.5,
33,ROMAZDA,NI99ER NO.1,home,0,1,L,65.5,433,,2.0
33,NI99ER NO.1,ROMAZDA,away,1,0,W,71.5,442,2.0,
33,OLD LIN,ROMABOY,home,1,2,L,71.0,343,,2.0
33,ROMABOY,OLD LIN,away,2,1,W,75.5,442,2.0,
33,GIALLOROSSI,F-22,home,0,2,L,58.0,433,,2.0
33,F-22,GIALLOROSSI,away,2,0,W,74.0,433,2.0,
33,NEVER IWOMAN,LUCKY LUKE,home,2,0,W,77.0,532,2.0,2.0
33,LUCKY LUKE,NEVER IWOMAN,away,0,2,L,64.5,352,,
34,OLD LIN,NEVER IWOMAN,home,4,1,W,86.5,343,,2.0
34,NEVER IWOMAN,OLD LIN,away,1,4,L,68.5,433,,
34,NI99ER NO.1,GIALLOROSSI,home,2,0,W,74.0,442,2.0,2.0
34,GIALLOROSSI,NI99ER NO.1,away,0,2,L,61.0,343,,
34,LUCKY LUKE,ROMOLO&ROMINA,home,1,1,D,71.0,352,,2.0
34,ROMOLO&ROMINA,LUCKY LUKE,away,1,1,D,71.5,442,,
34,NO ONE,ROMAZDA,home,1,2,L,71.5,442,1.0,2.0
34,ROMAZDA,NO ONE,away,2,1,W,74.5,433,2.0,
34,ROMABOY,F-22,home,2,2,D,72.0,442,,2.0
34,F-22,ROMABOY,away,2,2,D,77.0,442,0.5,
35,ROMABOY,NEVER IWOMAN,home,2,1,W,77.0,442,0.5,2.0
35,NEVER IWOMAN,ROMABOY,away,1,2,L,70.5,532,0.5,
35,ROMOLO&ROMINA,OLD LIN,home,3,2,W,78.5,532,2.0,2.0
35,OLD LIN,ROMOLO&ROMINA,away,2,3,L,72.0,343,,
35,GIALLOROSSI,NO ONE,home,2,4,L,77.0,433,2.0,2.0
35,NO ONE,GIALLOROSSI,away,4,2,W,84.5,433,3.0,
35,F-22,NI99ER NO.1,home,0,0,D,64.0,442,,2.0
35,NI99ER NO.1,F-22,away,0,0,D,64.0,442,1.0,
35,ROMAZDA,LUCKY LUKE,home,1,1,D,67.0,433,1.0,2.0
35,LUCKY LUKE,ROMAZDA,away,1,1,D,68.5,352,,
36,LUCKY LUKE,GIALLOROSSI,home,0,2,L,65.5,352,,2.0
36,GIALLOROSSI,LUCKY LUKE,away,2,0,W,76.5,343,,
36,NEVER IWOMAN,ROMOLO&ROMINA,home,1,2,L,71.0,433,,2.0
36,ROMOLO&ROMINA,NEVER IWOMAN,away,2,1,W,73.0,433,0.5,
36,NI99ER NO.1,ROMABOY,home,2,2,D,75.0,352,,2.0
36,ROMABOY,NI99ER NO.1,away,2,2,D,74.0,442,1.0,
36,OLD LIN,ROMAZDA,home,2,1,W,73.5,343,,2.0
36,ROMAZDA,OLD LIN,away,1,2,L,69.5,433,0.5,
36,NO ONE,F-22,home,2,1,W,77.5,433,2.0,2.0
36,F-22,NO ONE,away,1,2,L,71.0,451,0.5,
