giornata,team,opponent,side,score_for,score_against,result,totale,module,modificatore_difesa,fattore_campo
7,WINNING MOMENT,TEAM YANGTUO,home,0,1,L,59.5,433,,2.0
7,TEAM YANGTUO,WINNING MOMENT,away,1,0,W,68.0,343,,
8,ETHANANITA,TEAM YANGTUO,home,1,2,L,70.0,433,1.0,2.0
8,TEAM YANGTUO,ETHANANITA,away,2,1,W,74.0,433,1.0,
8,GOODBYE,XIAWA NO.92,home,0,1,L,65.5,433,,2.0
8,XIAWA NO.92,GOODBYE,away,1,0,W,70.5,433,1.0,
8,NO ONE,SEPTWOLVES,home,1,0,W,66.5,442,0.5,2.0
8,SEPTWOLVES,NO ONE,away,0,1,L,64.5,442,1.0,
8,TEAM WOLFLING,WINNING MOMENT,home,2,1,W,74.0,352,,2.0
8,WINNING MOMENT,TEAM WOLFLING,away,1,2,L,68.0,343,,
8,ZLZ AND HIS FRIENDS,ETERNITY,home,3,0,W,78.5,442,1.0,2.0
8,ETERNITY,ZLZ AND HIS FRIENDS,away,0,3,L,63.5,433,,
9,SEPTWOLVES,ZLZ AND HIS FRIENDS,home,0,0,D,62.0,442,,2.0
9,ZLZ AND HIS FRIENDS,SEPTWOLVES,away,0,0,D,65.5,442,2.0,
9,XIAWA NO.92,ETHANANITA,home,0,1,L,64.5,433,,2.0
9,ETHANANITA,XIAWA NO.92,away,1,0,W,70.0,442,2.0,
9,TEAM YANGTUO,TEAM WOLFLING,home,1,3,L,69.0,433,0.5,2.0
9,TEAM WOLFLING,TEAM YANGTUO,away,3,1,W,78.0,532,1.0,
9,ETERNITY,GOODBYE,home,4,2,W,84.5,433,0.5,2.0
9,GOODBYE,ETERNITY,away,2,4,L,73.5,343,,
9,WINNING MOMENT,NO ONE,home,0,1,L,64.5,343,,2.0
9,NO ONE,WINNING MOMENT,away,1,0,W,67.0,442,0.5,
10,ETERNITY,ETHANANITA,home,1,2,L,68.5,442,,2.0
10,ETHANANITA,ETERNITY,away,2,1,W,74.0,433,0.5,
10,SEPTWOLVES,GOODBYE,home,2,1,W,75.5,442,0.5,2.0
10,GOODBYE,SEPTWOLVES,away,1,2,L,67.0,343,,
10,TEAM YANGTUO,XIAWA NO.92,home,0,3,L,62.0,343,,2.0
10,XIAWA NO.92,TEAM YANGTUO,away,3,0,W,78.5,433,2.0,
10,TEAM WOLFLING,NO ONE,home,2,1,W,72.5,532,1.0,2.0
10,NO ONE,TEAM WOLFLING,away,1,2,L,66.0,442,1.0,
10,WINNING MOMENT,ZLZ AND HIS FRIENDS,home,2,3,L,74.5,343,,2.0
10,ZLZ AND HIS FRIENDS,WINNING MOMENT,away,3,2,W,82.0,442,1.0,
11,ETHANANITA,SEPTWOLVES,home,2,3,L,74.0,433,1.0,2.0
11,SEPTWOLVES,ETHANANITA,away,3,2,W,78.5,433,3.0,
11,ZLZ AND HIS FRIENDS,TEAM WOLFLING,home,2,2,D,77.5,343,,2.0
11,TEAM WOLFLING,ZLZ AND HIS FRIENDS,away,2,2,D,74.0,442,1.0,
11,NO ONE,TEAM YANGTUO,home,2,0,W,76.0,442,2.0,2.0
11,TEAM YANGTUO,NO ONE,away,0,2,L,65.0,343,,
11,XIAWA NO.92,ETERNITY,home,2,2,D,75.0,433,2.0,2.0
11,ETERNITY,XIAWA NO.92,away,2,2,D,73.0,442,0.5,
11,GOODBYE,WINNING MOMENT,home,3,2,W,78.0,343,,2.0
11,WINNING MOMENT,GOODBYE,away,2,3,L,73.5,343,,
12,WINNING MOMENT,ETHANANITA,home,2,1,W,73.5,343,,2.0
12,ETHANANITA,WINNING MOMENT,away,1,2,L,69.0,352,,
12,TEAM WOLFLING,GOODBYE,home,3,1,W,80.0,541,3.0,2.0
12,GOODBYE,TEAM WOLFLING,away,1,3,L,67.0,343,,
12,SEPTWOLVES,XIAWA NO.92,home,0,2,L,61.5,433,,2.0
12,XIAWA NO.92,SEPTWOLVES,away,2,0,W,73.0,433,1.0,
12,TEAM YANGTUO,ETERNITY,home,0,1,L,62.0,433,,2.0
12,ETERNITY,TEAM YANGTUO,away,1,0,W,70.0,442,,
12,NO ONE,ZLZ AND HIS FRIENDS,home,1,4,L,67.5,433,0.5,2.0
12,ZLZ AND HIS FRIENDS,NO ONE,away,4,1,W,86.5,343,,
13,ETERNITY,SEPTWOLVES,home,2,2,D,75.5,442,1.0,2.0
13,SEPTWOLVES,ETERNITY,away,2,2,D,77.0,433,3.0,
13,GOODBYE,NO ONE,home,3,1,W,78.0,343,,2.0
13,NO ONE,GOODBYE,away,1,3,L,66.0,433,2.0,
13,ETHANANITA,TEAM WOLFLING,home,2,1,W,75.5,343,,2.0
13,TEAM WOLFLING,ETHANANITA,away,1,2,L,66.5,541,1.0,
13,ZLZ AND HIS FRIENDS,TEAM YANGTUO,home,0,0,D,63.0,343,,2.0
13,TEAM YANGTUO,ZLZ AND HIS FRIENDS,away,0,0,D,62.0,532,,
13,XIAWA NO.92,WINNING MOMENT,home,1,0,W,69.0,433,0.5,2.0
13,WINNING MOMENT,XIAWA NO.92,away,0,1,L,60.5,343,,
14,NO ONE,ETHANANITA,home,2,2,D,77.0,433,1.0,2.0
14,ETHANANITA,NO ONE,away,2,2,D,73.0,343,,
14,ZLZ AND HIS FRIENDS,GOODBYE,home,0,0,D,65.0,343,,2.0
14,GOODBYE,ZLZ AND HIS FRIENDS,away,0,0,D,59.5,343,,
14,TEAM YANGTUO,SEPTWOLVES,home,2,1,W,74.0,532,1.0,2.0
14,SEPTWOLVES,TEAM YANGTUO,away,1,2,L,69.0,433,,
14,TEAM WOLFLING,XIAWA NO.92,home,2,1,W,72.0,442,1.0,2.0
14,XIAWA NO.92,TEAM WOLFLING,away,1,2,L,69.0,433,2.0,
14,WINNING MOMENT,ETERNITY,home,1,4,L,67.0,433,1.0,2.0
14,ETERNITY,WINNING MOMENT,away,4,1,W,85.0,343,,
15,XIAWA NO.92,NO ONE,home,2,0,W,76.5,433,1.0,2.0
15,NO ONE,XIAWA NO.92,away,0,2,L,55.0,433,0.5,
15,ETERNITY,TEAM WOLFLING,home,2,2,D,73.5,343,,2.0
15,TEAM WOLFLING,ETERNITY,away,2,2,D,72.0,442,1.0,
15,GOODBYE,TEAM YANGTUO,home,2,1,W,72.0,433,1.0,2.0
15,TEAM YANGTUO,GOODBYE,away,1,2,L,71.5,442,0.5,
15,SEPTWOLVES,WINNING MOMENT,home,1,4,L,67.0,433,0.5,2.0
15,WINNING MOMENT,SEPTWOLVES,away,4,1,W,86.5,433,2.0,
15,ETHANANITA,ZLZ AND HIS FRIENDS,home,2,1,W,77.0,343,,2.0
15,ZLZ AND HIS FRIENDS,ETHANANITA,away,1,2,L,67.0,343,,
16,GOODBYE,ETHANANITA,home,1,2,L,70.0,442,0.5,2.0
16,ETHANANITA,GOODBYE,away,2,1,W,72.5,343,,
16,TEAM WOLFLING,SEPTWOLVES,home,1,2,L,71.5,442,1.0,2.0
16,SEPTWOLVES,TEAM WOLFLING,away,2,1,W,73.0,433,3.0,
16,ZLZ AND HIS FRIENDS,XIAWA NO.92,home,2,1,W,72.0,343,,2.0
16,XIAWA NO.92,ZLZ AND HIS FRIENDS,away,1,2,L,71.5,433,1.0,
16,NO ONE,ETERNITY,home,4,2,W,85.0,433,3.0,2.0
16,ETERNITY,NO ONE,away,2,4,L,75.5,433,0.5,
16,TEAM YANGTUO,WINNING MOMENT,home,1,0,W,70.0,433,0.5,2.0
16,WINNING MOMENT,TEAM YANGTUO,away,0,1,L,64.0,433,,
17,TEAM YANGTUO,ETHANANITA,home,1,1,D,69.5,433,1.0,2.0
17,ETHANANITA,TEAM YANGTUO,away,1,1,D,69.5,343,,
17,XIAWA NO.92,GOODBYE,home,0,0,D,64.0,433,,2.0
17,GOODBYE,XIAWA NO.92,away,0,0,D,62.0,343,,
17,SEPTWOLVES,NO ONE,home,3,2,W,79.0,433,1.0,2.0
17,NO ONE,SEPTWOLVES,away,2,3,L,75.5,433,2.0,
17,WINNING MOMENT,TEAM WOLFLING,home,4,5,L,84.5,433,1.0,2.0
17,TEAM WOLFLING,WINNING MOMENT,away,5,4,W,90.0,532,2.0,
17,ETERNITY,ZLZ AND HIS FRIENDS,home,2,1,W,75.0,343,,2.0
17,ZLZ AND HIS FRIENDS,ETERNITY,away,1,2,L,71.5,343,,
18,ZLZ AND HIS FRIENDS,SEPTWOLVES,home,3,2,W,79.5,433,1.0,2.0
18,SEPTWOLVES,ZLZ AND HIS FRIENDS,away,2,3,L,76.0,433,1.0,
18,ETHANANITA,XIAWA NO.92,home,1,2,L,70.5,433,,2.0
18,XIAWA NO.92,ETHANANITA,away,2,1,W,72.0,433,1.0,
18,TEAM WOLFLING,TEAM YANGTUO,home,4,1,W,87.0,442,3.0,2.0
18,TEAM YANGTUO,TEAM WOLFLING,away,1,4,L,67.5,433,0.5,
18,GOODBYE,ETERNITY,home,3,1,W,81.5,532,2.0,2.0
18,ETERNITY,GOODBYE,away,1,3,L,70.0,343,,
18,NO ONE,WINNING MOMENT,home,0,3,L,64.5,433,,2.0
18,WINNING MOMENT,NO ONE,away,3,0,W,79.5,433,2.0,
19,ETHANANITA,ETERNITY,home,1,1,D,69.5,433,0.5,2.0
19,ETERNITY,ETHANANITA,away,1,1,D,68.0,343,,
19,GOODBYE,SEPTWOLVES,home,2,1,W,73.5,442,2.0,2.0
19,SEPTWOLVES,GOODBYE,away,1,2,L,66.0,532,2.0,
19,XIAWA NO.92,TEAM YANGTUO,home,2,0,W,74.0,433,1.0,2.0
19,TEAM YANGTUO,XIAWA NO.92,away,0,2,L,62.5,433,0.5,
19,NO ONE,TEAM WOLFLING,home,2,1,W,77.0,433,2.0,2.0
19,TEAM WOLFLING,NO ONE,away,1,2,L,70.0,532,1.0,
19,ZLZ AND HIS FRIENDS,WINNING MOMENT,home,0,0,D,63.5,433,1.0,2.0
19,WINNING MOMENT,ZLZ AND HIS FRIENDS,away,0,0,D,65.0,433,0.5,
20,SEPTWOLVES,ETHANANITA,home,0,3,L,57.0,442,0.5,2.0
20,ETHANANITA,SEPTWOLVES,away,3,0,W,83.0,433,2.0,
20,TEAM WOLFLING,ZLZ AND HIS FRIENDS,home,4,1,W,87.5,442,1.0,2.0
20,ZLZ AND HIS FRIENDS,TEAM WOLFLING,away,1,4,L,66.0,433,0.5,
20,TEAM YANGTUO,NO ONE,home,2,1,W,72.5,433,1.0,2.0
20,NO ONE,TEAM YANGTUO,away,1,2,L,71.5,433,0.5,
20,ETERNITY,XIAWA NO.92,home,1,1,D,67.5,343,,2.0
20,XIAWA NO.92,ETERNITY,away,1,1,D,68.0,433,0.5,
20,WINNING MOMENT,GOODBYE,home,2,2,D,75.5,433,1.0,2.0
20,GOODBYE,WINNING MOMENT,away,2,2,D,76.0,433,2.0,
21,ETHANANITA,WINNING MOMENT,home,1,2,L,69.0,433,1.0,2.0
21,WINNING MOMENT,ETHANANITA,away,2,1,W,77.0,433,1.0,
21,GOODBYE,TEAM WOLFLING,home,3,2,W,80.5,442,4.0,2.0
21,TEAM WOLFLING,GOODBYE,away,2,3,L,76.0,442,2.0,
21,XIAWA NO.92,SEPTWOLVES,home,1,2,L,69.5,433,1.0,2.0
21,SEPTWOLVES,XIAWA NO.92,away,2,1,W,73.0,433,3.0,
21,ETERNITY,TEAM YANGTUO,home,3,2,W,81.0,343,,2.0
21,TEAM YANGTUO,ETERNITY,away,2,3,L,72.0,343,,
21,ZLZ AND HIS FRIENDS,NO ONE,home,0,0,D,65.5,433,,2.0
21,NO ONE,ZLZ AND HIS FRIENDS,away,0,0,D,64.0,433,1.0,
22,SEPTWOLVES,ETERNITY,home,2,2,D,74.0,433,1.0,2.0
22,ETERNITY,SEPTWOLVES,away,2,2,D,73.0,433,,
22,NO ONE,GOODBYE,home,5,1,W,93.0,433,3.0,2.0
22,GOODBYE,NO ONE,away,1,5,L,67.5,343,,
22,TEAM WOLFLING,ETHANANITA,home,2,0,W,77.0,442,1.0,2.0
22,ETHANANITA,TEAM WOLFLING,away,0,2,L,52.0,442,0.5,
22,TEAM YANGTUO,ZLZ AND HIS FRIENDS,home,1,1,D,70.5,442,1.0,2.0
22,ZLZ AND HIS FRIENDS,TEAM YANGTUO,away,1,1,D,68.5,433,0.5,
22,WINNING MOMENT,XIAWA NO.92,home,4,0,W,86.0,433,2.0,2.0
22,XIAWA NO.92,WINNING MOMENT,away,0,4,L,59.5,433,,
23,ETHANANITA,NO ONE,home,1,1,D,67.5,451,,2.0
23,NO ONE,ETHANANITA,away,1,1,D,68.5,433,0.5,
23,GOODBYE,ZLZ AND HIS FRIENDS,home,1,0,W,66.5,433,1.0,2.0
23,ZLZ AND HIS FRIENDS,GOODBYE,away,0,1,L,60.0,433,,
23,SEPTWOLVES,TEAM YANGTUO,home,2,2,D,74.0,451,,2.0
23,TEAM YANGTUO,SEPTWOLVES,away,2,2,D,73.0,343,,
23,XIAWA NO.92,TEAM WOLFLING,home,2,0,W,75.5,433,1.0,2.0
23,TEAM WOLFLING,XIAWA NO.92,away,0,2,L,64.5,442,1.0,
23,ETERNITY,WINNING MOMENT,home,2,1,W,72.5,433,,2.0
23,WINNING MOMENT,ETERNITY,away,1,2,L,67.0,433,1.0,
24,NO ONE,XIAWA NO.92,home,4,0,W,84.5,433,3.0,2.0
24,XIAWA NO.92,NO ONE,away,0,4,L,65.0,433,,
24,TEAM WOLFLING,ETERNITY,home,2,1,W,75.5,343,,2.0
24,ETERNITY,TEAM WOLFLING,away,1,2,L,70.5,433,,
24,TEAM YANGTUO,GOODBYE,home,1,2,L,69.5,343,,2.0
24,GOODBYE,TEAM YANGTUO,away,2,1,W,72.5,343,,
24,WINNING MOMENT,SEPTWOLVES,home,1,0,W,68.0,433,0.5,2.0
24,SEPTWOLVES,WINNING MOMENT,away,0,1,L,61.5,442,,
24,ZLZ AND HIS FRIENDS,ETHANANITA,home,1,1,D,69.5,433,1.0,2.0
24,ETHANANITA,ZLZ AND HIS FRIENDS,away,1,1,D,70.5,451,1.0,
25,ETHANANITA,GOODBYE,home,2,1,W,75.5,451,0.5,2.0
25,GOODBYE,ETHANANITA,away,1,2,L,68.5,352,,
25,SEPTWOLVES,TEAM WOLFLING,home,2,3,L,77.0,451,3.0,2.0
25,TEAM WOLFLING,SEPTWOLVES,away,3,2,W,78.0,343,,
25,XIAWA NO.92,ZLZ AND HIS FRIENDS,home,3,1,W,80.5,433,0.5,2.0
25,ZLZ AND HIS FRIENDS,XIAWA NO.92,away,1,3,L,71.0,433,2.0,
25,ETERNITY,NO ONE,home,2,2,D,76.5,433,0.5,2.0
25,NO ONE,ETERNITY,away,2,2,D,73.5,433,1.0,
25,WINNING MOMENT,TEAM YANGTUO,home,1,0,W,70.5,442,1.0,2.0
25,TEAM YANGTUO,WINNING MOMENT,away,0,1,L,64.0,343,,
26,ETHANANITA,TEAM YANGTUO,home,4,1,W,89.0,442,3.0,2.0
26,TEAM YANGTUO,ETHANANITA,away,1,4,L,66.0,442,0.5,
26,GOODBYE,XIAWA NO.92,home,3,2,W,79.5,343,,2.0
26,XIAWA NO.92,GOODBYE,away,2,3,L,74.5,433,1.0,
26,NO ONE,SEPTWOLVES,home,0,0,D,64.5,433,1.0,2.0
26,SEPTWOLVES,NO ONE,away,0,0,D,62.0,451,0.5,
26,TEAM WOLFLING,WINNING MOMENT,home,1,1,D,71.5,433,1.0,2.0
26,WINNING MOMENT,TEAM WOLFLING,away,1,1,D,69.0,433,1.0,
26,ZLZ AND HIS FRIENDS,ETERNITY,home,2,0,W,72.5,433,0.5,2.0
26,ETERNITY,ZLZ AND HIS FRIENDS,away,0,2,L,65.0,433,,
27,SEPTWOLVES,ZLZ AND HIS FRIENDS,home,0,1,L,57.0,451,,2.0
27,ZLZ AND HIS FRIENDS,SEPTWOLVES,away,1,0,W,66.5,433,1.0,
27,XIAWA NO.92,ETHANANITA,home,1,3,L,67.0,433,,2.0
27,ETHANANITA,XIAWA NO.92,away,3,1,W,78.0,442,1.0,
27,TEAM YANGTUO,TEAM WOLFLING,home,2,2,D,72.0,433,0.5,2.0
27,TEAM WOLFLING,TEAM YANGTUO,away,2,2,D,74.5,442,1.0,
27,ETERNITY,GOODBYE,home,3,1,W,80.0,433,1.0,2.0
27,GOODBYE,ETERNITY,away,1,3,L,70.0,442,0.5,
27,WINNING MOMENT,NO ONE,home,1,2,L,69.0,532,0.5,2.0
27,NO ONE,WINNING MOMENT,away,2,1,W,73.0,532,1.0,
28,ETERNITY,ETHANANITA,home,1,2,L,68.5,433,,2.0
28,ETHANANITA,ETERNITY,away,2,1,W,75.5,442,0.5,
28,SEPTWOLVES,GOODBYE,home,0,1,L,51.5,343,,2.0
28,GOODBYE,SEPTWOLVES,away,1,0,W,67.0,343,,
28,TEAM YANGTUO,XIAWA NO.92,home,2,2,D,73.5,442,2.0,2.0
28,XIAWA NO.92,TEAM YANGTUO,away,2,2,D,76.5,433,0.5,
28,TEAM WOLFLING,NO ONE,home,3,1,W,78.5,433,1.0,2.0
28,NO ONE,TEAM WOLFLING,away,1,3,L,70.0,532,2.0,
28,WINNING MOMENT,ZLZ AND HIS FRIENDS,home,1,1,D,70.5,532,1.0,2.0
28,ZLZ AND HIS FRIENDS,WINNING MOMENT,away,1,1,D,70.0,433,0.5,
29,ETHANANITA,SEPTWOLVES,home,2,2,D,73.5,442,0.5,2.0
29,SEPTWOLVES,ETHANANITA,away,2,2,D,74.0,343,,
29,ZLZ AND HIS FRIENDS,TEAM WOLFLING,home,1,1,D,71.5,433,0.5,2.0
29,TEAM WOLFLING,ZLZ AND HIS FRIENDS,away,1,1,D,66.5,433,1.0,
29,NO ONE,TEAM YANGTUO,home,3,1,W,78.5,532,4.0,2.0
29,TEAM YANGTUO,NO ONE,away,1,3,L,71.0,433,2.0,
29,XIAWA NO.92,ETERNITY,home,0,2,L,65.0,433,0.5,2.0
29,ETERNITY,XIAWA NO.92,away,2,0,W,76.0,433,1.0,
29,GOODBYE,WINNING MOMENT,home,2,1,W,73.5,343,,2.0
29,WINNING MOMENT,GOODBYE,away,1,2,L,69.0,532,0.5,
30,WINNING MOMENT,ETHANANITA,home,1,0,W,69.0,532,1.0,2.0
30,ETHANANITA,WINNING MOMENT,away,0,1,L,63.5,442,,
30,TEAM WOLFLING,GOODBYE,home,1,1,D,68.5,532,0.5,2.0
30,GOODBYE,TEAM WOLFLING,away,1,1,D,70.0,352,,
30,SEPTWOLVES,XIAWA NO.92,home,2,1,W,72.5,352,,2.0
30,XIAWA NO.92,SEPTWOLVES,away,1,2,L,66.0,433,1.0,
30,TEAM YANGTUO,ETERNITY,home,2,3,L,74.0,343,,2.0
30,ETERNITY,TEAM YANGTUO,away,3,2,W,81.0,343,,
30,NO ONE,ZLZ AND HIS FRIENDS,home,0,3,L,61.0,433,,2.0
30,ZLZ AND HIS FRIENDS,NO ONE,away,3,0,W,82.5,433,3.0,
31,ETERNITY,SEPTWOLVES,home,1,2,L,70.0,343,,2.0
31,SEPTWOLVES,ETERNITY,away,2,1,W,72.0,352,,
31,GOODBYE,NO ONE,home,1,1,D,71.0,352,,2.0
31,NO ONE,GOODBYE,away,1,1,D,70.0,433,0.5,
31,ETHANANITA,TEAM WOLFLING,home,0,2,L,64.5,442,0.5,2.0
31,TEAM WOLFLING,ETHANANITA,away,2,0,W,72.5,451,1.0,
31,ZLZ AND HIS FRIENDS,TEAM YANGTUO,home,2,1,W,76.5,433,0.5,2.0
31,TEAM YANGTUO,ZLZ AND HIS FRIENDS,away,1,2,L,71.5,433,2.0,
31,XIAWA NO.92,WINNING MOMENT,home,2,1,W,75.0,433,0.5,2.0
31,WINNING MOMENT,XIAWA NO.92,away,1,2,L,69.0,532,1.0,
32,NO ONE,ETHANANITA,home,2,1,W,72.5,442,1.0,2.0
32,ETHANANITA,NO ONE,away,1,2,L,69.0,442,,
32,ZLZ AND HIS FRIENDS,GOODBYE,home,1,2,L,68.0,433,0.5,2.0
32,GOODBYE,ZLZ AND HIS FRIENDS,away,2,1,W,75.5,343,,
32,TEAM YANGTUO,SEPTWOLVES,home,0,0,D,59.5,442,0.5,2.0
32,SEPTWOLVES,TEAM YANGTUO,away,0,0,D,64.5,451,1.0,
32,TEAM WOLFLING,XIAWA NO.92,home,3,1,W,81.0,451,2.0,2.0
32,XIAWA NO.92,TEAM WOLFLING,away,1,3,L,69.5,433,0.5,
32,WINNING MOMENT,ETERNITY,home,1,2,L,71.5,532,1.0,2.0
32,ETERNITY,WINNING MOMENT,away,2,1,W,77.5,343,,
33,XIAWA NO.92,NO ONE,home,2,1,W,75.0,433,0.5,2.0
33,NO ONE,XIAWA NO.92,away,1,2,L,66.0,442,1.0,
33,ETERNITY,TEAM WOLFLING,home,1,1,D,66.5,343,,2.0
33,TEAM WOLFLING,ETERNITY,away,1,1,D,70.0,442,1.0,
33,GOODBYE,TEAM YANGTUO,home,3,1,W,81.5,352,,2.0
33,TEAM YANGTUO,GOODBYE,away,1,3,L,69.5,433,3.0,
33,SEPTWOLVES,WINNING MOMENT,home,1,1,D,66.5,451,,2.0
33,WINNING MOMENT,SEPTWOLVES,away,1,1,D,66.0,532,0.5,
33,ETHANANITA,ZLZ AND HIS FRIENDS,home,2,1,W,75.0,442,1.0,2.0
33,ZLZ AND HIS FRIENDS,ETHANANITA,away,1,2,L,66.0,433,,
34,GOODBYE,ETHANANITA,home,0,2,L,62.0,343,,2.0
34,ETHANANITA,GOODBYE,away,2,0,W,73.0,442,0.5,
34,TEAM WOLFLING,SEPTWOLVES,home,3,1,W,81.0,442,1.0,2.0
34,SEPTWOLVES,TEAM WOLFLING,away,1,3,L,70.5,352,,
34,ZLZ AND HIS FRIENDS,XIAWA NO.92,home,3,0,W,78.5,433,2.0,2.0
34,XIAWA NO.92,ZLZ AND HIS FRIENDS,away,0,3,L,62.0,442,0.5,
34,NO ONE,ETERNITY,home,1,3,L,70.5,442,1.0,2.0
34,ETERNITY,NO ONE,away,3,1,W,80.5,343,,
34,TEAM YANGTUO,WINNING MOMENT,home,1,1,D,68.5,442,0.5,2.0
34,WINNING MOMENT,TEAM YANGTUO,away,1,1,D,67.0,532,1.0,
35,TEAM YANGTUO,ETHANANITA,home,1,0,W,68.5,442,2.0,2.0
